ref_date,emplBothSex,emplFemale,emplFullBothSex,emplFullFemale,emplFullMale,emplMale,emplPartBothSex,emplPartFemale,emplPartMale,emplRateBothSex,emplRateFemale,emplRateMale,labForceBothSex,labForceFemale,labForceMale,participRateBothSex,participRateFemale,participRateMale,populationBothSex,populationFemale,populationMale,unemplBothSex,unemplFemale,unemplMale,unemplRateBothSex,unemplRateFemale,unemplRateMale
1996-03,13377.2,6082.6,10833.9,4336.1,6497.7,7294.6,2543.3,1746.5,796.8,58.5,52.2,65.1,14790.3,6690.7,8099.6,64.7,57.4,72.3,22868.7,11659.2,11209.5,1413.1,608.1,805.0,9.6,9.1,9.9
1996-04,13404.1,6088.3,10865.2,4347.8,6517.5,7315.7,2538.8,1740.5,798.3,58.6,52.2,65.2,14780.8,6685.2,8095.6,64.6,57.3,72.1,22892.2,11670.8,11221.4,1376.7,596.9,779.8,9.3,8.9,9.6
1996-05,13425.6,6112.9,10867.4,4357.2,6510.2,7312.7,2558.2,1755.8,802.5,58.6,52.3,65.1,14793.6,6695.5,8098.1,64.5,57.3,72.1,22922.4,11685.8,11236.6,1368.0,582.5,785.5,9.2,8.7,9.7
1996-06,13412.9,6105.3,10865.8,4352.8,6513.0,7307.5,2547.1,1752.5,794.6,58.5,52.2,65.0,14866.2,6735.8,8130.4,64.8,57.6,72.3,22945.9,11697.3,11248.6,1453.3,630.4,822.9,9.8,9.4,10.1
1996-07,13440.4,6099.3,10907.4,4338.8,6568.6,7341.1,2533.0,1760.5,772.5,58.5,52.1,65.2,14891.6,6741.4,8150.2,64.8,57.6,72.4,22976.2,11712.4,11263.8,1451.2,642.1,809.2,9.7,9.5,9.9
1996-08,13456.6,6107.5,10929.0,4359.6,6569.3,7349.1,2527.6,1747.8,779.8,58.5,52.1,65.2,14859.5,6734.5,8125.0,64.6,57.4,72.1,23000.0,11724.1,11275.9,1402.9,627.1,775.9,9.4,9.3,9.5
1996-09,13414.4,6104.2,10855.7,4336.9,6518.9,7310.2,2558.7,1767.4,791.4,58.3,52.0,64.7,14889.6,6765.6,8124.0,64.7,57.6,72.0,23028.4,11738.0,11290.4,1475.2,661.4,813.8,9.9,9.8,10.0
1996-10,13412.8,6101.5,10872.8,4325.9,6546.9,7311.3,2540.0,1775.6,764.4,58.2,51.9,64.7,14892.2,6754.8,8137.3,64.6,57.5,72.0,23050.4,11748.9,11301.5,1479.3,653.3,826.0,9.9,9.7,10.2
1996-11,13441.5,6116.6,10872.0,4313.8,6558.2,7325.0,2569.6,1802.8,766.8,58.3,52.0,64.7,14912.8,6760.3,8152.6,64.6,57.5,72.1,23071.9,11759.1,11312.8,1471.3,643.7,827.6,9.9,9.5,10.2
1996-12,13465.7,6122.6,10872.5,4295.8,6576.7,7343.1,2593.2,1826.8,766.3,58.3,52.0,64.9,14918.8,6760.5,8158.3,64.6,57.4,72.1,23092.0,11769.1,11322.9,1453.1,637.8,815.3,9.7,9.4,10.0
1997-01,13535.9,6160.7,10948.2,4351.8,6596.5,7375.2,2587.7,1808.9,778.8,58.6,52.3,65.1,14951.9,6784.5,8167.4,64.7,57.6,72.1,23114.7,11780.2,11334.5,1416.0,623.9,792.1,9.5,9.2,9.7
1997-02,13538.1,6162.1,10930.7,4334.2,6596.4,7376.0,2607.4,1827.9,779.6,58.5,52.3,65.0,14961.8,6780.2,8181.6,64.7,57.5,72.1,23134.5,11789.8,11344.6,1423.7,618.1,805.6,9.5,9.1,9.8
1997-03,13569.8,6185.9,10937.0,4343.8,6593.3,7383.9,2632.8,1842.2,790.6,58.6,52.4,65.0,14968.1,6797.5,8170.5,64.6,57.6,72.0,23156.3,11800.6,11355.7,1398.2,611.6,786.7,9.3,9.0,9.6
1997-04,13571.2,6204.6,10959.9,4375.1,6584.8,7366.6,2611.3,1829.5,781.8,58.5,52.5,64.8,14986.5,6825.9,8160.6,64.6,57.8,71.8,23185.1,11814.7,11370.4,1415.3,621.3,794.0,9.4,9.1,9.7
1997-05,13637.2,6205.3,11028.4,4374.6,6653.8,7431.9,2608.8,1830.6,778.2,58.8,52.5,65.3,15045.2,6827.4,8217.8,64.8,57.7,72.2,23208.6,11826.3,11382.3,1408.0,622.2,785.8,9.4,9.1,9.6
1997-06,13690.0,6224.3,11133.3,4411.9,6721.5,7465.7,2556.6,1812.4,744.2,58.9,52.6,65.5,15066.2,6856.2,8210.0,64.8,57.9,72.0,23237.4,11840.4,11396.9,1376.2,631.9,744.3,9.1,9.2,9.1
1997-07,13731.5,6246.3,11080.3,4374.1,6706.2,7485.2,2651.2,1872.2,779.0,59.0,52.7,65.6,15075.9,6844.7,8231.1,64.8,57.8,72.1,23260.1,11851.0,11409.0,1344.4,598.4,746.0,8.9,8.7,9.1
1997-08,13798.9,6275.7,11124.6,4396.1,6728.4,7523.2,2674.3,1879.6,794.8,59.3,52.9,65.9,15143.7,6873.1,8270.6,65.0,57.9,72.4,23283.5,11862.0,11421.4,1344.8,597.4,747.4,8.9,8.7,9.0
1997-09,13815.9,6268.5,11221.0,4454.0,6767.0,7547.5,2595.0,1814.5,780.5,59.3,52.8,66.0,15155.2,6865.1,8290.1,65.0,57.8,72.5,23312.7,11875.8,11436.9,1339.3,596.7,742.6,8.8,8.7,9.0
1997-10,13833.1,6265.6,11206.3,4446.4,6759.9,7567.5,2626.8,1819.2,807.6,59.3,52.7,66.1,15180.5,6878.9,8301.5,65.1,57.9,72.5,23335.3,11886.2,11449.1,1347.4,613.4,734.0,8.9,8.9,8.8
1997-11,13859.5,6283.5,11233.6,4473.8,6759.8,7576.0,2625.9,1809.7,816.2,59.3,52.8,66.1,15205.8,6897.8,8308.0,65.1,58.0,72.5,23356.4,11895.9,11460.5,1346.3,614.3,732.1,8.9,8.9,8.8
1997-12,13874.9,6296.8,11295.6,4518.2,6777.4,7578.1,2579.2,1778.5,800.7,59.4,52.9,66.1,15158.0,6864.8,8293.2,64.8,57.7,72.3,23375.4,11904.5,11470.8,1283.1,568.1,715.1,8.5,8.3,8.6
1998-01,13864.8,6301.8,11286.2,4525.0,6761.2,7563.0,2578.7,1776.8,801.9,59.3,52.9,65.9,15202.8,6909.4,8293.4,65.0,58.0,72.2,23397.5,11914.6,11483.0,1337.9,607.6,730.4,8.8,8.8,8.8
1998-02,13914.5,6337.7,11327.7,4526.9,6800.8,7576.8,2586.8,1810.7,776.0,59.4,53.1,65.9,15217.1,6928.0,8289.1,65.0,58.1,72.1,23419.2,11924.4,11494.8,1302.6,590.3,712.3,8.6,8.5,8.6
1998-03,13949.4,6364.9,11328.6,4546.4,6782.3,7584.5,2620.8,1818.6,802.3,59.5,53.3,65.9,15222.9,6942.5,8280.4,64.9,58.2,72.0,23438.6,11933.4,11505.2,1273.4,577.5,695.9,8.4,8.3,8.4
1998-04,13977.6,6389.9,11322.4,4546.8,6775.7,7587.7,2655.2,1843.2,812.0,59.6,53.5,65.9,15238.5,6949.9,8288.6,65.0,58.2,72.0,23459.9,11943.2,11516.7,1260.9,560.0,700.9,8.3,8.1,8.5
1998-05,13993.3,6387.1,11366.9,4559.3,6807.5,7606.3,2626.4,1827.7,798.7,59.6,53.4,66.0,15257.6,6952.7,8304.9,65.0,58.2,72.0,23482.1,11953.5,11528.6,1264.3,565.6,698.6,8.3,8.1,8.4
1998-06,14005.8,6397.3,11383.5,4592.3,6791.2,7608.5,2622.3,1805.1,817.3,59.6,53.5,65.9,15284.1,6957.0,8327.0,65.0,58.1,72.1,23509.5,11966.2,11543.3,1278.2,559.7,718.6,8.4,8.0,8.6
1998-07,14063.8,6441.0,11392.9,4606.1,6786.8,7622.8,2670.9,1834.8,836.1,59.8,53.8,66.0,15333.4,6983.3,8350.1,65.2,58.3,72.3,23528.9,11976.2,11552.7,1269.6,542.4,727.2,8.3,7.8,8.7
1998-08,14101.7,6461.6,11441.7,4609.0,6832.7,7640.1,2660.0,1852.6,807.4,59.9,53.9,66.1,15341.4,7002.0,8339.4,65.2,58.4,72.1,23547.6,11985.9,11561.7,1239.7,540.4,699.3,8.1,7.7,8.4
1998-09,14140.7,6493.7,11473.4,4621.5,6851.9,7647.0,2667.3,1872.2,795.1,60.0,54.1,66.1,15405.4,7048.7,8356.8,65.4,58.7,72.2,23572.2,11998.4,11573.8,1264.7,555.0,709.7,8.2,7.9,8.5
1998-10,14159.4,6517.1,11508.7,4659.0,6849.7,7642.3,2650.7,1858.1,792.6,60.0,54.3,66.0,15392.5,7044.8,8347.7,65.2,58.7,72.1,23592.3,12008.7,11583.6,1233.1,527.7,705.4,8.0,7.5,8.5
1998-11,14198.9,6532.4,11524.9,4654.4,6870.5,7666.5,2674.1,1878.1,796.0,60.1,54.4,66.1,15439.1,7064.7,8374.5,65.4,58.8,72.2,23611.5,12018.5,11593.1,1240.2,532.2,708.0,8.0,7.5,8.5
1998-12,14200.0,6535.8,11498.9,4628.9,6870.0,7664.2,2701.1,1906.9,794.3,60.1,54.3,66.1,15459.0,7085.0,8373.9,65.4,58.9,72.2,23629.5,12027.6,11601.9,1259.0,549.3,709.7,8.1,7.8,8.5
1999-01,14273.3,6561.6,11592.2,4676.5,6915.6,7711.7,2681.2,1885.1,796.1,60.3,54.5,66.4,15499.4,7105.0,8394.4,65.5,59.0,72.3,23650.9,12038.4,11612.4,1226.0,543.4,682.6,7.9,7.6,8.1
1999-02,14263.3,6554.9,11612.2,4708.2,6904.0,7708.4,2651.0,1846.7,804.4,60.3,54.4,66.3,15486.6,7093.8,8392.8,65.4,58.9,72.2,23672.2,12049.2,11623.0,1223.3,539.0,684.4,7.9,7.6,8.2
1999-03,14278.7,6553.2,11643.7,4721.9,6921.8,7725.5,2635.0,1831.3,803.7,60.3,54.3,66.4,15497.7,7091.7,8406.1,65.4,58.8,72.3,23693.5,12060.0,11633.5,1219.0,538.5,680.6,7.9,7.6,8.1
1999-04,14316.6,6564.2,11693.4,4738.7,6954.7,7752.4,2623.2,1825.4,797.7,60.4,54.4,66.6,15592.5,7136.4,8456.0,65.7,59.1,72.6,23716.0,12071.2,11644.8,1275.9,572.3,703.6,8.2,8.0,8.3
1999-05,14352.7,6585.0,11731.6,4759.5,6972.1,7767.7,2621.1,1825.5,795.6,60.5,54.5,66.6,15591.5,7142.1,8449.4,65.7,59.1,72.5,23739.9,12083.2,11656.7,1238.8,557.1,681.7,7.9,7.8,8.1
1999-06,14373.0,6598.2,11721.4,4744.7,6976.7,7774.7,2651.5,1853.6,798.0,60.5,54.5,66.6,15553.3,7124.8,8428.5,65.4,58.9,72.2,23769.7,12098.1,11671.6,1180.3,526.6,653.8,7.6,7.4,7.8
1999-07,14430.9,6633.9,11754.3,4782.0,6972.3,7796.9,2676.5,1851.9,824.6,60.7,54.8,66.7,15610.2,7156.5,8453.6,65.6,59.1,72.4,23792.9,12109.3,11683.5,1179.3,522.6,656.7,7.6,7.3,7.8
1999-08,14451.8,6654.6,11769.0,4783.3,6985.7,7797.2,2682.8,1871.4,811.4,60.7,54.9,66.7,15610.6,7154.8,8455.8,65.5,59.0,72.3,23820.6,12122.6,11697.9,1158.9,500.2,658.6,7.4,7.0,7.8
1999-09,14474.6,6649.4,11816.2,4803.4,7012.8,7825.2,2658.4,1846.0,812.4,60.7,54.8,66.8,15645.9,7147.0,8498.9,65.6,58.9,72.6,23844.8,12134.4,11710.4,1171.3,497.6,673.7,7.5,7.0,7.9
1999-10,14514.7,6654.5,11864.4,4807.7,7056.7,7860.2,2650.2,1846.7,803.5,60.8,54.8,67.0,15640.3,7142.6,8497.7,65.5,58.8,72.5,23869.2,12146.0,11723.1,1125.6,488.2,637.5,7.2,6.8,7.5
1999-11,14549.4,6662.4,11923.4,4842.2,7081.2,7887.0,2626.0,1820.2,805.8,60.9,54.8,67.2,15633.5,7135.7,8497.8,65.4,58.7,72.4,23892.8,12157.3,11735.5,1084.1,473.3,610.9,6.9,6.6,7.2
1999-12,14611.3,6677.7,11978.4,4859.9,7118.6,7933.6,2632.9,1817.8,815.0,61.1,54.9,67.5,15671.1,7146.3,8524.8,65.5,58.7,72.6,23915.0,12167.7,11747.3,1059.8,468.6,591.2,6.8,6.6,6.9
2000-01,14652.7,6718.1,12006.9,4877.5,7129.4,7934.7,2645.9,1840.6,805.3,61.2,55.2,67.5,15720.8,7188.2,8532.6,65.7,59.0,72.6,23937.8,12178.5,11759.3,1068.1,470.1,598.0,6.8,6.5,7.0
2000-02,14672.2,6737.2,12027.3,4886.2,7141.0,7935.0,2645.0,1851.0,794.0,61.2,55.3,67.4,15753.3,7226.8,8526.5,65.7,59.3,72.4,23963.5,12190.6,11772.9,1081.1,489.6,591.5,6.9,6.8,6.9
2000-03,14697.5,6744.0,12061.5,4916.5,7145.1,7953.5,2636.0,1827.5,808.5,61.3,55.3,67.5,15779.8,7237.4,8542.4,65.8,59.3,72.5,23988.6,12202.2,11786.4,1082.3,493.4,588.9,6.9,6.8,6.9
2000-04,14722.7,6753.1,12034.4,4914.1,7120.4,7969.6,2688.2,1839.0,849.2,61.3,55.3,67.5,15787.2,7229.3,8557.8,65.7,59.2,72.5,24014.6,12214.4,11800.2,1064.5,476.2,588.3,6.7,6.6,6.9
2000-05,14736.4,6779.5,12076.6,4941.1,7135.5,7956.9,2659.8,1838.4,821.4,61.3,55.4,67.3,15783.8,7247.2,8536.6,65.6,59.3,72.2,24048.5,12230.3,11818.1,1047.5,467.7,579.7,6.6,6.5,6.8
2000-06,14746.8,6806.4,12074.9,4946.0,7128.9,7940.5,2671.9,1860.3,811.6,61.3,55.6,67.1,15807.8,7268.5,8539.4,65.7,59.4,72.2,24076.3,12243.5,11832.8,1061.0,462.1,598.9,6.7,6.4,7.0
2000-07,14750.4,6789.1,12079.5,4942.4,7137.1,7961.4,2670.9,1846.6,824.3,61.2,55.4,67.2,15818.5,7277.7,8540.8,65.6,59.4,72.1,24102.5,12255.9,11846.6,1068.0,488.6,579.4,6.8,6.7,6.8
2000-08,14770.3,6807.1,12082.3,4954.7,7127.6,7963.3,2688.0,1852.3,835.7,61.2,55.5,67.1,15883.5,7306.6,8576.8,65.8,59.5,72.3,24134.6,12271.0,11863.7,1113.1,499.6,613.5,7.0,6.8,7.2
2000-09,14812.2,6824.7,12081.8,4933.6,7148.2,7987.5,2730.4,1891.1,839.3,61.3,55.6,67.2,15916.3,7324.0,8592.2,65.9,59.6,72.3,24162.1,12284.0,11878.1,1104.1,499.3,604.7,6.9,6.8,7.0
2000-10,14835.3,6837.7,12138.8,4968.7,7170.1,7997.6,2696.5,1869.1,827.4,61.3,55.6,67.2,15955.7,7354.0,8601.7,66.0,59.8,72.3,24189.6,12296.9,11892.7,1120.4,516.2,604.2,7.0,7.0,7.0
2000-11,14871.4,6856.6,12203.6,5018.3,7185.3,8014.8,2667.8,1838.3,829.5,61.4,55.7,67.3,15982.1,7354.0,8628.1,66.0,59.7,72.5,24216.4,12309.5,11907.0,1110.7,497.4,613.3,6.9,6.8,7.1
2000-12,14920.0,6862.1,12219.9,5012.2,7207.7,8057.8,2700.1,1850.0,850.1,61.5,55.7,67.6,16003.2,7351.3,8651.9,66.0,59.7,72.6,24241.9,12321.3,11920.6,1083.2,489.2,594.1,6.8,6.7,6.9
2001-01,14894.4,6867.6,12196.3,4999.7,7196.6,8026.8,2698.0,1867.8,830.2,61.4,55.7,67.3,15994.5,7366.4,8628.1,65.9,59.7,72.4,24255.3,12331.1,11924.2,1100.1,498.8,601.3,6.9,6.8,7.0
2001-02,14883.9,6861.9,12202.3,5015.9,7186.4,8022.0,2681.5,1846.0,835.6,61.3,55.6,67.2,16004.4,7356.1,8648.3,65.9,59.6,72.4,24280.4,12342.9,11937.5,1120.5,494.2,626.3,7.0,6.7,7.2
2001-03,14888.7,6883.7,12202.6,5026.2,7176.5,8005.0,2686.1,1857.6,828.5,61.2,55.7,67.0,16033.2,7378.0,8655.3,66.0,59.7,72.4,24308.1,12356.0,11952.2,1144.6,494.3,650.3,7.1,6.7,7.5
2001-04,14922.3,6894.3,12221.1,5043.6,7177.5,8028.0,2701.2,1850.7,850.5,61.3,55.7,67.1,16066.9,7392.8,8674.1,66.0,59.7,72.5,24344.9,12373.5,11971.3,1144.7,498.5,646.2,7.1,6.7,7.4
2001-05,14946.2,6921.5,12219.5,5043.2,7176.3,8024.8,2726.7,1878.3,848.4,61.3,55.9,66.9,16076.9,7411.2,8665.6,66.0,59.8,72.3,24375.1,12388.0,11987.2,1130.6,489.8,640.9,7.0,6.6,7.4
2001-06,14922.5,6895.6,12218.3,5046.6,7171.7,8026.9,2704.2,1849.0,855.2,61.1,55.6,66.9,16085.1,7401.0,8684.1,65.9,59.7,72.3,24406.3,12402.9,12003.4,1162.6,505.4,657.2,7.2,6.8,7.6
2001-07,14946.3,6912.4,12187.2,5001.3,7185.9,8033.9,2759.1,1911.1,848.0,61.1,55.7,66.8,16083.9,7419.0,8665.0,65.8,59.7,72.1,24442.1,12420.6,12021.5,1137.7,506.6,631.1,7.1,6.8,7.3
2001-08,14948.5,6910.5,12262.6,5064.2,7198.4,8038.0,2685.9,1846.3,839.6,61.1,55.6,66.8,16112.4,7424.3,8688.2,65.8,59.7,72.2,24470.7,12434.7,12036.0,1163.9,513.8,650.2,7.2,6.9,7.5
2001-09,14972.8,6932.7,12273.0,5090.9,7182.1,8040.1,2699.8,1841.8,858.0,61.1,55.7,66.7,16131.5,7448.6,8682.9,65.8,59.8,72.1,24498.4,12448.3,12050.2,1158.7,516.0,642.8,7.2,6.9,7.4
2001-10,14976.9,6936.3,12274.0,5086.5,7187.5,8040.6,2702.9,1849.8,853.0,61.1,55.7,66.7,16159.8,7451.8,8708.0,65.9,59.8,72.2,24525.1,12461.6,12063.5,1182.9,515.5,667.4,7.3,6.9,7.7
2001-11,14990.3,6964.7,12240.7,5059.3,7181.4,8025.6,2749.6,1905.4,844.2,61.1,55.8,66.5,16199.7,7484.5,8715.2,66.0,60.0,72.2,24550.9,12474.3,12076.5,1209.4,519.8,689.6,7.5,6.9,7.9
2001-12,14965.6,6964.5,12199.9,5059.8,7140.1,8001.1,2765.7,1904.7,861.0,60.9,55.8,66.2,16276.1,7510.9,8765.2,66.2,60.2,72.5,24575.0,12486.1,12088.9,1310.4,546.4,764.0,8.1,7.3,8.7
2002-01,15023.8,7008.4,12228.8,5088.5,7140.3,8015.4,2795.0,1919.9,875.1,61.1,56.1,66.2,16326.8,7538.5,8788.3,66.3,60.3,72.6,24608.4,12502.7,12105.7,1302.9,530.0,772.9,8.0,7.0,8.8
2002-02,15042.8,6990.6,12263.2,5087.6,7175.6,8052.2,2779.6,1902.9,876.6,61.1,55.9,66.4,16334.7,7534.2,8800.5,66.3,60.2,72.6,24634.0,12515.4,12118.5,1291.9,543.6,748.3,7.9,7.2,8.5
2002-03,15110.5,7013.2,12305.5,5076.3,7229.3,8097.2,2804.9,1936.9,868.0,61.3,56.0,66.7,16402.6,7567.3,8835.3,66.5,60.4,72.8,24662.4,12529.5,12133.0,1292.1,554.0,738.1,7.9,7.3,8.4
2002-04,15171.9,7042.9,12333.9,5081.1,7252.8,8129.0,2838.0,1961.7,876.3,61.4,56.1,66.9,16438.8,7590.3,8848.5,66.6,60.5,72.8,24699.4,12547.9,12151.5,1266.9,547.4,719.5,7.7,7.2,8.1
2002-05,15225.4,7067.2,12388.9,5113.4,7275.4,8158.1,2836.5,1953.8,882.7,61.6,56.3,67.1,16502.9,7620.1,8882.8,66.7,60.7,73.0,24729.8,12562.9,12166.9,1277.5,552.8,724.7,7.7,7.3,8.2
2002-06,15287.9,7100.4,12447.2,5140.6,7306.6,8187.5,2840.7,1959.9,880.8,61.7,56.4,67.2,16556.3,7657.1,8899.2,66.9,60.9,73.0,24761.0,12578.3,12182.6,1268.4,556.6,711.8,7.7,7.3,8.0
2002-07,15333.7,7125.0,12486.6,5163.9,7322.7,8208.7,2847.1,1961.1,886.0,61.8,56.6,67.3,16591.7,7674.8,8916.9,66.9,60.9,73.1,24795.8,12596.1,12199.7,1258.0,549.7,708.2,7.6,7.2,7.9
2002-08,15414.6,7182.9,12531.3,5208.2,7323.1,8231.8,2883.4,1974.7,908.7,62.1,57.0,67.4,16650.8,7721.9,8928.9,67.1,61.2,73.1,24818.6,12607.5,12211.1,1236.2,539.0,697.1,7.4,7.0,7.8
2002-09,15422.8,7193.9,12530.7,5199.7,7331.0,8228.9,2892.1,1994.1,898.0,62.1,57.0,67.3,16682.2,7742.6,8939.6,67.1,61.3,73.1,24845.8,12621.3,12224.5,1259.4,548.7,710.7,7.5,7.1,8.0
2002-10,15425.6,7203.1,12493.9,5178.3,7315.6,8222.4,2931.6,2024.8,906.8,62.0,57.0,67.2,16684.3,7749.7,8934.7,67.1,61.3,73.0,24868.1,12632.6,12235.5,1258.8,546.5,712.3,7.5,7.1,8.0
2002-11,15464.8,7217.4,12552.1,5222.4,7329.6,8247.4,2912.7,1995.0,917.8,62.1,57.1,67.3,16722.4,7764.7,8957.7,67.2,61.4,73.1,24889.7,12643.4,12246.3,1257.5,547.3,710.3,7.5,7.0,7.9
2002-12,15507.0,7234.7,12579.0,5213.7,7365.3,8272.3,2928.0,2021.0,907.0,62.3,57.2,67.5,16776.3,7777.9,8998.4,67.3,61.5,73.4,24909.8,12653.5,12256.3,1269.3,543.2,726.1,7.6,7.0,8.1
2003-01,15540.8,7247.2,12596.3,5222.8,7373.6,8293.6,2944.4,2024.4,920.0,62.3,57.2,67.6,16791.0,7797.7,8993.3,67.3,61.6,73.3,24932.7,12664.8,12267.9,1250.3,550.5,699.7,7.4,7.1,7.8
2003-02,15600.1,7282.9,12629.2,5230.7,7398.5,8317.2,2970.9,2052.2,918.8,62.5,57.5,67.7,16854.1,7829.5,9024.6,67.5,61.8,73.5,24953.8,12675.3,12278.5,1254.0,546.6,707.4,7.4,7.0,7.8
2003-03,15598.9,7276.6,12654.2,5239.0,7415.2,8322.3,2944.7,2037.6,907.1,62.4,57.4,67.7,16842.0,7828.0,9014.0,67.4,61.7,73.3,24978.6,12687.7,12290.9,1243.1,551.4,691.7,7.4,7.0,7.7
2003-04,15597.6,7255.0,12657.4,5227.6,7429.7,8342.6,2940.2,2027.3,912.9,62.4,57.1,67.8,16884.6,7833.3,9051.3,67.5,61.7,73.5,25009.7,12703.3,12306.5,1287.0,578.3,708.7,7.6,7.4,7.8
2003-05,15581.1,7272.5,12652.2,5233.1,7419.1,8308.6,2928.9,2039.4,889.5,62.2,57.2,67.4,16903.6,7859.4,9044.2,67.5,61.8,73.4,25035.1,12716.0,12319.1,1322.5,586.9,735.6,7.8,7.5,8.1
2003-06,15629.1,7302.1,12642.7,5248.7,7394.0,8327.0,2986.3,2053.4,933.0,62.3,57.3,67.5,16910.4,7860.4,9050.0,67.5,61.7,73.4,25068.7,12732.9,12335.8,1281.3,558.3,723.0,7.6,7.1,8.0
2003-07,15651.0,7318.0,12688.5,5280.7,7407.8,8333.0,2962.5,2037.3,925.2,62.4,57.4,67.5,16943.6,7875.5,9068.1,67.5,61.8,73.4,25095.9,12747.1,12348.8,1292.6,557.5,735.0,7.6,7.1,8.1
2003-08,15653.4,7338.7,12674.3,5275.6,7398.8,8314.7,2979.1,2063.1,916.0,62.3,57.5,67.3,16980.7,7909.5,9071.1,67.6,62.0,73.4,25121.7,12760.2,12361.6,1327.2,570.8,756.4,7.8,7.2,8.3
2003-09,15684.5,7338.1,12671.7,5262.5,7409.2,8346.4,3012.9,2075.6,937.3,62.4,57.4,67.4,17024.5,7935.7,9088.8,67.7,62.1,73.4,25154.0,12776.7,12377.3,1339.9,597.5,742.4,7.9,7.5,8.2
2003-10,15735.8,7371.9,12774.9,5371.0,7403.9,8363.9,2960.9,2000.9,960.0,62.5,57.6,67.5,17022.7,7930.4,9092.3,67.6,62.0,73.4,25179.6,12789.9,12389.7,1286.9,558.5,728.3,7.6,7.0,8.0
2003-11,15777.0,7388.3,12802.8,5344.8,7458.0,8388.7,2974.2,2043.6,930.7,62.6,57.7,67.6,17044.0,7942.5,9101.4,67.6,62.0,73.4,25203.7,12802.1,12401.6,1266.9,554.2,712.7,7.4,7.0,7.8
2003-12,15807.1,7421.6,12826.7,5361.5,7465.2,8385.5,2980.5,2060.1,920.3,62.7,57.9,67.6,17062.9,7972.4,9090.4,67.6,62.2,73.2,25225.6,12813.2,12412.4,1255.8,550.8,704.9,7.4,6.9,7.8
2004-01,15811.1,7402.9,12854.2,5383.7,7470.5,8408.2,2956.9,2019.2,937.7,62.6,57.7,67.7,17059.1,7956.4,9102.8,67.6,62.0,73.3,25250.0,12825.7,12424.3,1248.0,553.5,694.5,7.3,7.0,7.6
2004-02,15830.7,7428.2,12891.9,5402.9,7489.1,8402.5,2938.8,2025.3,913.5,62.6,57.9,67.6,17088.4,7981.6,9106.9,67.6,62.2,73.2,25276.5,12839.3,12437.2,1257.7,553.4,704.3,7.4,6.9,7.7
2004-03,15842.5,7421.9,12924.8,5437.9,7486.9,8420.6,2917.7,1984.0,933.7,62.6,57.7,67.6,17097.0,7967.8,9129.2,67.6,62.0,73.3,25302.8,12852.7,12450.2,1254.5,545.9,708.5,7.3,6.9,7.8
2004-04,15885.2,7428.7,12959.4,5427.8,7531.6,8456.5,2925.8,2000.8,925.0,62.7,57.7,67.9,17120.1,7974.9,9145.3,67.6,62.0,73.4,25330.1,12866.7,12463.4,1234.9,546.2,688.7,7.2,6.8,7.5
2004-05,15913.9,7467.4,12966.0,5458.2,7507.9,8446.5,2947.9,2009.2,938.6,62.8,58.0,67.7,17123.3,7997.6,9125.7,67.5,62.1,73.1,25358.7,12881.1,12477.5,1209.4,530.2,679.2,7.1,6.6,7.4
2004-06,15926.3,7479.3,12983.8,5440.7,7543.1,8447.1,2942.5,2038.6,904.0,62.7,58.0,67.6,17165.8,8022.9,9142.9,67.6,62.2,73.2,25395.6,12900.0,12495.6,1239.5,543.7,695.8,7.2,6.8,7.6
2004-07,15934.2,7459.1,12954.3,5401.5,7552.8,8475.1,2979.9,2057.6,922.3,62.7,57.8,67.7,17136.1,8006.4,9129.7,67.4,62.0,73.0,25425.1,12915.0,12510.1,1201.9,547.3,654.6,7.0,6.8,7.2
2004-08,15925.9,7442.2,12957.9,5400.3,7557.7,8483.7,2967.9,2041.9,926.0,62.6,57.5,67.7,17121.5,7989.4,9132.1,67.2,61.8,72.9,25459.9,12932.5,12527.5,1195.7,547.3,648.4,7.0,6.9,7.1
2004-09,15974.6,7470.0,13027.9,5437.6,7590.4,8504.5,2946.7,2032.5,914.2,62.7,57.7,67.8,17174.1,8009.4,9164.7,67.4,61.9,73.1,25487.3,12946.6,12540.8,1199.5,539.4,660.2,7.0,6.7,7.2
2004-10,15990.0,7462.7,13034.1,5427.3,7606.8,8527.3,2955.9,2035.5,920.5,62.7,57.6,67.9,17208.6,8015.7,9192.9,67.4,61.9,73.2,25513.4,12959.7,12553.7,1218.6,553.0,665.6,7.1,6.9,7.2
2004-11,16008.5,7487.3,13030.3,5435.7,7594.6,8521.2,2978.2,2051.6,926.6,62.7,57.7,67.8,17247.0,8052.0,9195.0,67.5,62.1,73.2,25537.2,12971.9,12565.3,1238.5,564.7,673.8,7.2,7.0,7.3
2004-12,16018.1,7498.2,13034.2,5444.6,7589.7,8520.0,2983.9,2053.6,930.3,62.7,57.8,67.7,17246.8,8041.9,9204.9,67.5,61.9,73.2,25560.2,12983.5,12576.8,1228.7,543.7,685.0,7.1,6.8,7.4
2005-01,16015.1,7496.7,13047.7,5432.1,7615.6,8518.4,2967.4,2064.7,902.7,62.6,57.7,67.7,17210.6,8025.1,9185.4,67.3,61.7,73.0,25585.5,12996.2,12589.3,1195.5,528.4,667.1,6.9,6.6,7.3
